source,date,like,share,comment,link,content
蔡英文 Tsai Ing-wen,2021-07-26,100000,969,3119,https://m.facebook.com/story.php?story_fbid=10157611517981065&id=46251501064,恭喜射箭代表隊男團，睽違17年，再次射下奧運銀牌！ 　　 今天進行的男子團體賽，三位射箭好手 魏均珩 WEI Chun-Heng、湯智鈞 Tang Chih Chun、#鄧宇成 頂住壓力，一早16強賽對上澳洲時，從落後的局面中，連續射出五支滿分的10分箭追平，接著更在加射時以一分之差勝出。 　　 8強賽對上中國，4強賽對上荷蘭，台灣男團都維持沉穩的表現，一路技壓對手。直到決賽時，才以些微差距落敗給尋求連霸的韓國隊。即使如此，三位好手發揮了應有的實力，依然是了不起的成績！ 　　 我也在會議的空檔，抽空看了一小段決賽。透過轉播，能夠感受到射箭團體項目競爭之激烈，不僅對抗強度高，容錯範圍小，計時節奏快，這次奧運的比賽場地－東京夢之島公園射箭場，風向和風速更是變化多端，非常考驗選手臨場的專注，以及快速調整適應的能力。這一次，台灣男團繼2004年雅典奧運，再次在奧運殿堂摘下銀牌，真的讓人高興！ 　　 接下來，射箭還有個人項目要進行，男團好手們和前幾天也出賽過的女團好手們，繼續加油、加油、加油！ 　　 照片提供：體育署、TSNA攝影侯禕縉 　　 #台灣加油 #東京奧運 #TokyoOlympics翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-25,87000,776,3478,https://m.facebook.com/story.php?story_fbid=10157610189141065&id=46251501064,謝謝台灣的選手們，再度帶給我們感動的一天！ 　　 今天連續三場扣人心弦的桌球賽，節奏之快，讓人幾乎要屏住呼吸。五度征戰奧運的 莊智淵 Chuang Chih-Yuan  選手，在男子單打第二輪賽事中，沉著應對被聽牌的局面，最終逆轉獲勝。混雙項目兩場賽事中，台灣的最強組合 鄭怡靜 CHENG I-Ching  和 #林昀儒 也展現出絕佳拚戰精神，明天銅牌戰繼續加油！ 　　 我也要大大恭喜 羅嘉翎 LO Chia-Ling +0 選手贏得跆拳道女子57公斤級銅牌，除了為奪牌而開心，更高興於新生代好手展現出的活力。在大場面中勇敢無畏的「+0」，是台灣人共同的驕傲。 　　 當然，體育競技迷人的地方，不只在於結果，也在於過程。網球一哥 #盧彥勳 Yen-Hsun Rendy Lu 職業生涯最終戰、18歲體操精靈 #丁華恬 奧運初登場、舉重英雄 #高展宏 咬緊牙關也要支撐住的堅持、射擊和射箭好手們瞄準目標的專注、划船和激流輕艇選手的奮勇向前，以及羽球一哥小天 #周天成 的首輪出賽等等，每一個項目，每一場賽事，台灣選手的表現，我們都給予最大力的喝采。 　　 明天還有更多精采賽事，我們繼續全力應援！ 　　 ✅每日奧運賽程請鎖定我的LINE@：https://page.line.me/iing 　　 照片提供：體育署 　　 #台灣加油 #東京奧運 #TokyoOlympics翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-25,170000,1578,4216,https://m.facebook.com/story.php?story_fbid=10157609905501065&id=46251501064,今晚的「+0」，振奮了全台灣！ 　　 東京傳回來捷報，恭喜 羅嘉翎 LO Chia-Ling +0 選手勇奪跆拳道女子57公斤級銅牌！ 　　 19歲的嘉翎，第一次登上奧運大舞台，就展現出無畏的氣魄，成功踢下獎牌。英雄出少年，嘉翎妳真的很棒！大大恭喜！ 　　 照片提供：體育署、TSNA攝影侯禕縉 　　 #台灣加油 #東京奧運 #TokyoOlympics翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-25,80000,615,1954,https://m.facebook.com/story.php?story_fbid=10157609620146065&id=46251501064,二十年職業生涯，五屆奧運代表，一顆永不忘回饋台灣的初心。謝謝彥勳，台灣的網球一哥！ 　　 今天中午，男網好手 #盧彥勳 Yen-Hsun Rendy Lu  在豔陽下，完成了本屆奧運的賽事，並將卸下職業球員的身分。從2004雅典奧運開始，彥勳用手中的球拍，在奧運殿堂上，一次又一次讓世界看見台灣，也讓球迷留下了滿滿的回憶。 　　 彥勳職業生涯累積的成就，許多都是台灣男網史上第一。在球場外，彥勳則是第一位當選ATP（職業網球聯合會）球員理事的台灣人，也願意為台灣的體育發展提供建言。不論是在國際網壇還是國內，他總是為了選手的權益和更好的網球環境，不斷貢獻自己的想法。 　　 我真的非常佩服，這麼多年來，彥勳展現出的勤奮、謙遜、自律和堅持。我相信，職業生涯的謝幕，將會是另一段美好旅程的開始。 　　 謝謝彥勳，更要表達深深的祝福！你提過想培育後進的心願，以及其他該做的事，我們一起努力。 　　 照片提供：體育署 　　 #台灣加油 #東京奧運 #TokyoOlympics翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-24,31000,438,2902,https://m.facebook.com/story.php?story_fbid=10157609330681065&id=46251501064,早安！密切關注東京奧運賽事的同時，我要向大家報告全國疫苗接種的進度： 　　 截至目前為止，全國的疫苗接種累計已經超過634萬人次，#接種人口涵蓋率（至少打過一劑疫苗的人口比例）來到26.05%，#劑次人口比 則來到27.02%，都達成了原先設定七月底破25%的目標，比預期更早！ 　　 我要謝謝大家，踴躍登記意願，依序預約接種，保護自己也保護親友！接下來，我們會持續取得疫苗、持續進行接種，讓台灣社會的集體防護力不斷上升。 　　 全國疫情警戒即將在週二（7/27）調降為二級。降級不鬆懈，在家看奧運最安全，若要出門，也請記得嚴格落實 #戴口罩、#實聯制、#保持社交距離 等防疫措施喔！ 　　 #團結防疫守台灣翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-24,98000,895,3227,https://m.facebook.com/story.php?story_fbid=10157608381356065&id=46251501064,東京奧運開幕後隔天，就有許多台灣好手上陣！今天大家精采的表現，讓我們目不暇給，感謝所有選手的努力！ 　　 其中，從早一路拚搏到晚的柔道賽事，緊湊而扣人心弦。我要再次恭喜 楊勇緯 Yang Yung Wei  勇奪男子60公斤級銀牌，也要對女子48公斤級 #林真豪 選手的拚戰精神表達敬意。 　　 我還要恭喜舉重好手 #方莞靈，第一次參加奧運，就在女子49公斤級的項目獲得第四名的好成績！這一刻，我們都和莞靈的媽媽一樣驕傲。 　　 今天不少選手順利晉級，包括桌球混雙搭檔 鄭怡靜 CHENG I-Ching 和 #林昀儒、鞍馬王子 李智凱 Chih Kai Lee、亞洲貓王 唐嘉鴻 Tang Chia Hung、划船好手 黃義婷HUANG Yi-Ting，都成功闖進下一關。羽球單打、雙打小組賽也持續進行中，全台灣都在幫 戴資穎/ Tai Tzu Ying、王子維 / Wang Tzu Wei、李洋/Lee Yang、王齊麟/Wang Chi Lin 及明天即將出賽的 #周天成 集氣中！ 　　 沒晉級的選手也請別氣餒，在奧運賽場上，每一場競技，都已經是力與美最頂尖的展現了。無論勝負如何，謝謝所有代表台灣登上奧運殿堂的選手們，大家都辛苦了！ 　　 ✅每日奧運賽程請鎖定我的LINE@：https://page.line.me/iing 　　 照片提供：體育署、TSNA攝影侯禕縉 　　 #台灣加油 #東京奧運 #TokyoOlympics翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-24,270000,2488,7905,https://m.facebook.com/story.php?story_fbid=10157608204461065&id=46251501064,恭喜 楊勇緯 Yang Yung Wei  選手，締造了台灣歷史新紀錄！ 　　 參加柔道男子60公斤級項目的楊勇緯選手，今天從早上拚戰到傍晚，一路闖關，最後勇奪銀牌。這是本屆東京奧運台灣第一面獎牌，更是台灣柔道首度在奧運獲得獎牌！ 　　 剛才，我也撥了電話給勇緯，謝謝他的努力，期待他回國接受表揚！ 　　 我同時要恭喜金牌得主－日本的高藤直壽選手。在奧運殿堂上，台日選手精采過招，世界頂尖的競技，實在讓人感動！ 　　 照片提供：TSNA攝影侯禕縉 　　 #台灣加油 #東京奧運 #TokyoOlympics翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-24,130000,952,5976,https://m.facebook.com/story.php?story_fbid=10157607860406065&id=46251501064,恭喜小戴 戴資穎/ Tai Tzu Ying 旗開得勝，保持好狀態，繼續加油！ 　　 今天也有許多國手陸續出賽中，我們一起在家收看轉播，全力應援吧！ 　　 🔺東京奧運轉播頻道： 無線電視：公共電視 有線電視：東森電視 線上收看：愛爾達體育、Hami Video 中華電信MOD：愛爾達體育頻道 　　 #台灣加油 #東京奧運 #TokyoOlympics翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-23,30000,556,2454,https://m.facebook.com/story.php?story_fbid=10157607552906065&id=46251501064,台灣和日本是緊密連結的好鄰居，在困難的時候，我們都曾為彼此伸出援手。這次東京奧運，我們全力相挺！ 　　 雖然無法親臨現場，但是透過轉播，我們準備好關注每一場賽事，一起見證選手拿下好成績！ 　　 ありがとう！日本！東京オリンピック、一緒に頑張りましょう！ 　　 謝謝日本，東京奧運加油！ 　　 #東京奧運 #TokyoOlympics #台灣加油 #日本加油翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-23,160000,1825,6183,https://m.facebook.com/story.php?story_fbid=10157606567491065&id=46251501064,"再怎麼大的考驗，也不會動搖體育的力量、奧運的價值。謝謝主辦國日本將一切化為可能。 　　 全世界正從疫情中努力復原，全世界體育選手展現強韌的意志，一同登上奧運殿堂，同場競技。不分國界，不分種族，都展現出人類存在的文明價值，以及對於和平、多元與團結的信念，真的讓人動容。 　　 同樣的，無論遭遇多大的挑戰，也不會阻擋台灣成為世界的一員。當盧彥勳 Yen-Hsun Rendy Lu、郭婞淳 KUO, Hsing-Chun 掌旗進場的那一刻，台灣站上了世界舞台，我們都同感驕傲。 　　 今天，台灣的划船和射箭好手已經出賽，划船好手 黃義婷HUANG Yi-Ting，以及射箭好手 #林佳恩、譚雅婷 Tan Ya-Ting、雷千瑩 LEI CHIEN YING、湯智鈞 Tang Chih Chun、#鄧宇成、魏均珩 WEI Chun-Heng 都拚盡全力爭取排名。 　　 明天，有更多國手即將登場，包括羽球、桌球、網球、舉重、游泳、體操、柔道、跆拳道、射箭、射擊、划船和自由車，我們精銳盡出！請大家持續鎖定轉播，一起為台灣選手加油！ 　　 照片提供：體育署 　　 #台灣加油 #東京奧運 #TokyoOlympics翻譯年糕"
蔡英文 Tsai Ing-wen,2021-07-23,39000,895,2935,https://m.facebook.com/story.php?story_fbid=10157606077236065&id=46251501064,待會就是東京奧運的開幕式。期盼本屆奧運順利成功，我也要邀請大家，一起來為台灣選手加油，也為主辦國日本加油！ 　　 讓我們一起努力！一緒に頑張りましょう！ 　　 #東京奧運 #TokyoOlympics #台灣加油 #日本加油翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-23,35000,522,2893,https://m.facebook.com/story.php?story_fbid=10157605975046065&id=46251501064,7/27開始，全國將調降為 #二級警戒，但請大家一樣要落實防疫！ 　　 經過指揮中心專業評估、地方政府共同討論後，從下個星期二（7/27）開始，疫情三級警戒將調降至二級。指揮中心也已經公布最新的防疫指引。 　　 能夠調降為二級警戒，要謝謝兩個多月來，每一個人對防疫措施的配合。不過，我也要提醒大家：疫情隨時可能發生變化，許多國家都有過一時鬆懈後，疫情又快速爆發的慘痛經驗。再加上Delta變種病毒正在國際上快速傳播中，我們千萬不能輕忽。 　　 我還是要拜託大家，警戒降級，防疫不降！所有開放的場所、空間，請繼續維持 #戴口罩、#簡訊實聯制、#保持社交距離 等措施，也請幫忙提醒身邊的親朋好友。 　　 在逐漸找回日常生活節奏的同時，我們一定要繼續牢牢守住疫情防線，不要讓過去兩個多月的辛苦和努力白費了！ 　　 👉二級警戒防疫指引：https://reurl.cc/EneMDa 　　 #團結防疫守台灣翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-22,67000,842,3859,https://m.facebook.com/story.php?story_fbid=10157604677171065&id=46251501064,明天就是東京奧運的開幕日，也是台灣選手開始出賽的日子！ 　　 從台灣時間早上8:00開始，射箭代表隊將先後展開女子、男子的個人排名賽，在早上9:20，划船好手 黃義婷HUANG Yi-Ting 也將參加女子單人雙槳預賽。 　　 這幾天，我們的選手也把握有限的練習時間，不管是在陸上還是水中，每一個項目的參賽選手，都努力熟悉場地，調整最佳狀態。在奧運殿堂上，每一項比賽都是最高的競技水準，也有隨之而來最巨大的競爭壓力。就讓我們預備好掌聲、加油聲，一起來幫台灣選手集氣吧！ 　　 透過 謝長廷 大使的臉書，以及代表團回傳的照片，我能感受到疫情下出征奧運的不容易。為了落實防疫，選手和教練們不能搭乘大眾運輸，沒辦法外出逛街，就連餐點也只能帶回房間享用。東京奧運的選手村，更規定只能在比賽前五天進駐，比賽後48小時內就得離開，這都壓縮了選手備戰的空間。 　　 但我相信，代表台灣的選手，一定會激發出最大的鬥志，展現出最強的拚勁，在奧運殿堂上留下最好的表現！台灣的選手們，加油！ 　　 🔺東京奧運轉播頻道： 無線電視：公共電視 有線電視：東森電視 線上收看：愛爾達體育、Hami Video 中華電信MOD：愛爾達體育頻道 　　 照片提供：中華奧運代表團團本部、TSNA攝影侯禕縉 　　 #台灣加油 #東京奧運 #TokyoOlympics翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-22,51000,805,5527,https://m.facebook.com/story.php?story_fbid=10157604374001065&id=46251501064,"今天行政院宣布，已經完成追加購買3,600萬劑Moderna疫苗的簽約，預計在今年第四季、明年、後年分批供應。 　　 加上之前已採購、正陸續到貨中的505萬劑Moderna疫苗，我們總計購買了4,105萬劑Moderna疫苗。接下來，我也將持續緊盯出貨進度，確保台灣能夠不斷取得疫苗，滿足後續防疫的需求。 　　 另外，這幾天在颱風影響下，部分縣市暫停疫苗接種服務，但請已經預約的民眾放心，還是可以重新安排接種： 　　 ✅已經在預約系統上完成預約的民眾，如果因為颱風取消接種作業，系統將保留名額。在收到下一輪預約簡訊後，就可以再次進入系統預約接種。 　　 ✅透過醫療院所網路掛號或電話進行預約的民眾，則請依循醫療院所的公告或通知，重新安排接種。 　　 截至昨天為止，台灣的疫苗接種人口涵蓋率來到24.35％、劑次人口比則達到25.10％。我要再次謝謝每一位投入疫苗施打的醫護人員，也謝謝依序接種疫苗的大家。大規模的施打將會持續下去，我們繼續努力！ 　　 #團結防疫守台灣翻譯年糕"
蔡英文 Tsai Ing-wen,2021-07-21,39000,682,2893,https://m.facebook.com/story.php?story_fbid=10157603992106065&id=46251501064,中度颱風「烟花」的海上颱風警報已經發布，請大家做好防災準備！ 　　 根據中央氣象局發布的警報，烟花颱風將在明、後兩天（7/23-24）靠近台灣的東部、北部，並帶來強風和降雨。此外，今天（7/22）氣象局也發布了台中以北各縣市的豪雨、大雨特報。 　　 最近極端氣候下的強降雨，在許多國家造成嚴重傷害。我們關切慰問受災國家的同時，更不能輕忽自身的防災準備！請大家一定要密切注意官方發布的颱風動態，出門帶雨具，小心行車，避免前往海邊。住在山區或低窪地區的朋友，尤其要保持高度警戒。 　　 防疫和防颱，我們都要牢牢守住！ 　　 🔺中央氣象局颱風資訊：https://www.cwb.gov.tw/V8/C/翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-21,39000,458,2860,https://m.facebook.com/story.php?story_fbid=10157602803926065&id=46251501064,東奧代表團的選手們，這幾天已經在東京積極備戰中。接下來，我們最重要的事情只有一件，就是全力支持台灣的選手。 　　 雖然因為疫情，我們無法到場加油，但我要請大家一起力挺台灣所有參賽的選手！ 　　 後勤上有做不好的地方，政府來承擔，並且會在最短時間內改進。我們除了深切檢討7/19已經出發的包機安排，對於後續分批出發前往東京的選手和教練，也確保都是搭乘商務艙。承諾過的事，我會要求政府團隊務必做到。 　　 另外，關於代表團的住宿，這次由於羽球、射擊、高爾夫、馬術等賽事的場地，距離選手村比較遠，為了避免交通上的疲勞，或是塞車等變數，後勤團隊提早實地前往考察，預定了比賽場地周邊的旅館。最重要的是 #這些旅館都符合大會防疫規範，能滿足保護選手健康的最優先考量，很多熱心專業的網友也幫忙澄清說明，我要表達感謝。 　　 這幾天，謝長廷 大使和駐日代表處的同仁們持續提供代表團協助。除了接機、探班打氣外，針對相對不方便的外宿地點，謝大使也指派三位祕書分別進駐。有些選手不習慣床墊太軟，就買新的。有些選手希望有空氣清淨機或循環扇，也立刻提供，一切以選手需求為優先。協助選手儘快適應環境、場地，就是提早進駐的原因。 　　 當外宿選手、教練們有飲食需求時，也由代表處協助蒐集菜單，代為訂購。在台灣的營養師團隊，則透過線上給予建議，確保選手們營養均衡，能以最好的狀態出賽，這些都是我們在疫情影響下的應變措施。 　　 因為疫情，這次東京奧運有嚴格的檢疫、防疫規定，#這也是今年奧運和往年最大的不同。許多先前早已擬定的計畫，也因為疫情及奧運延後，不得不應變調整，我要再次勉勵與督促全體參與的政府同仁，#我們一定要全力達成後勤任務。 　　 選手們除了訓練，大部分時間只能待在房間，減少接觸風險。選手忍受種種不便，都是為了爭取體育殿堂最高榮耀，也為了用成績鼓舞故鄉的我們。對於選手和教練們的努力，我們都應該要表達最深的感謝。 　　 #請把批評留給政府 #把掌聲帶給選手 　　 星期五奧運就要開幕了！此時此刻，後勤支援還需要加強的地方，政府相關單位都責無旁貸。也盼望大家共同為選手們集氣，選手和教練是奧運的主角，光環和掌聲，應該要屬於他們。 　　 #台灣加油 #東京奧運 #TokyoOlympics翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-21,47000,716,7247,https://m.facebook.com/story.php?story_fbid=10157602418811065&id=46251501064,"在持續衝刺接種率的同時，我要跟大家報告兩個疫苗的進度： 　　 進度1️⃣：衛生福利部  已經核准國產 #高端疫苗 的專案製造，等指揮中心宣布施打規劃，民眾就可以登記意願、預約接種。 　　 我要再次強調，疫苗是科學問題，不是政治問題。我們依據法律和科學標準嚴格把關，只有安全有效的疫苗，才會允許製造、開放施打。請大家放心。 　　 進度2️⃣：政府已經和慈濟基金會完成捐贈BNT疫苗的合約簽署，謝謝台積電、鴻海/永齡基金會、慈濟基金會三個民間單位共同協力，合計將捐贈1,500萬劑BNT疫苗。 　　 接下來，1,500萬劑BNT疫苗將由 疾病管制署 - 1922防疫達人 併案申請緊急授權的專案輸入許可，也預計會將12到18歲的未成年人，納入使用對象的範圍內，讓 #年輕人也可以打疫苗。在程序完備、疫苗順利到貨後，疫苗將由中央統籌運用。 　　 隨著疫苗供應逐漸穩定，加上 #疫苗施打意願登記與預約系統 的啟用，這一陣子，施打疫苗的人次大幅成長。我們的疫苗接種率，預估能夠提前達到七月底25%的目標，繼續往更高的接種率來衝刺。 　　 我要感謝每一位依序登記、接種的台灣人，你們都對台灣的防疫帶來了貢獻！保護自己也保護親友，更可以增加社會集體的防護力，這就是接種疫苗最大的意義。就讓我們繼續努力，往更高的接種率來衝刺！ 　　 #團結防疫守台灣翻譯年糕"
蔡英文 Tsai Ing-wen,2021-07-20,69000,1066,6756,https://m.facebook.com/story.php?story_fbid=10157600242066065&id=46251501064,"重要外交突破：#駐立陶宛台灣代表處 即將成立！ 　　 上個月，立陶宛政府宣布捐贈2萬劑疫苗給台灣，立陶宛外交部長 Gabrielius Landsbergis 在推特上表示：「熱愛自由的人們就該互相照顧！」讓我們深深感受到民主夥伴彼此堅定相挺的力量。 　　 除了防疫，台灣和立陶宛也密切展開各面向的合作。現在，我們即將在立陶宛設立「駐立陶宛台灣代表處」（The Taiwanese Representative Office in Lithuania），立陶宛也計畫今年秋天在台灣設立辦事處，兩國的友好關係將更上一層樓。 　　 立陶宛是OECD（經濟合作暨發展組織）成員國，也是歐盟及北約成員國，在生技、衛星、資訊等領域，都有雄厚的產業技術實力，並擁有豐富森林及農牧資源，近年來更致力於推動金融科技創新。我相信立陶宛和台灣之間，在經貿、產業、科技等領域，都有更多互惠合作的空間。 　　 這次在立陶宛設處，是台灣繼2003年在斯洛伐克設處，相隔18年後再次在歐洲國家設立代表處。這是別具意義的重要外交成果，謝謝 外交部 Ministry of Foreign Affairs, ROC（Taiwan）  及第一線外交同仁積極努力，拓展了台灣和各國的實質合作。未來，我們會繼續走向世界，和更多民主夥伴攜手前行！翻譯年糕"
蔡英文 Tsai Ing-wen,2021-07-19,85000,1197,19000,https://m.facebook.com/story.php?story_fbid=10157598638901065&id=46251501064,今天我們的奧運代表團搭乘包機，已經抵達東京了。 　　 我本來以為，我可以再一次幫選手們好好打氣，預祝大家旗開得勝。沒想到，為了落實防疫、讓選手們獲得更充分照顧的包機，在座位分配上，卻沒有妥善安排。選手們不但無法和過去一樣搭乘商務艙，事先也沒有得到完整的資訊。 　　 我認為這樣實在不夠細心和貼心。讓代表台灣拚戰的選手們感受不佳，我非常遺憾。 　　 我曾經承諾過，參加重要國際賽事的選手和教練，要以搭乘商務艙為原則。對於因為防疫需求，改變了做法，卻又沒有事先充分說明的情況，我必須要表達歉意。 　　 我要再講一次：接下來，請代表團的行政和後勤團隊，盡最大努力安排選手、教練搭乘商務艙。若真的因為防疫因素無法安排，也請事先充分溝通說明，取得共識。選手們為了國家，背負著壓力和防疫要求參加奧運，多一分細心和貼心，這是我們應該做的。翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-17,28000,280,7935,https://m.facebook.com/story.php?story_fbid=10157594558921065&id=46251501064,疫苗陸續抵達後，更要一起力拚疫苗接種，快速增加覆蓋率！ 　　 在 #疫苗施打意願登記與預約系統 開放第三輪登記後，現在18歲以上的民眾，都可以上1922網站進行意願登記，依序等待預約、完成接種。而接種的場地、動線、流程，在縣市政府及醫護人員的積極努力下，也都已經非常順暢。請點開影片，看看 林智堅 市長和 #防疫新竹隊 的工作成果，就知道這一切是多麼有效率！ 　　 請大家告訴大家，接種疫苗是「全民運動」，能夠保護自己，更能保護家人、保護朋友、保護社會，這是台灣集體對抗病毒最關鍵的一個策略。還沒登記的朋友，快來登記吧！ 　　 👉來我的頻道看更多，也記得訂閱：https://youtu.be/SU3Vfs98jGw 　　 #團結防疫守台灣翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-16,71000,971,5358,https://m.facebook.com/story.php?story_fbid=10157594379901065&id=46251501064,Ďakujem !（斯洛伐克語「謝謝」） 　　 民主國家互相支持，共同創造國際的良善循環！ 　　 在美國、日本及立陶宛之後，斯洛伐克也宣布將捐贈1萬劑疫苗給台灣，我要向斯洛伐克總統查普托娃（Zuzana Čaputová）和政府，表達最深的感謝。 　　 許多歷經民主轉型的中歐、東歐國家，包括斯洛伐克，以及之前的立陶宛，都和台灣同樣歷經追求民主自由的過程，也因此和我們同樣捍衛民主價值，並且對於台灣的處境，更能感同身受。 　　 斯洛伐克經濟部次長Karol Galek表示：「當斯洛伐克經歷嚴重疫情的時候，台灣站在我們身旁，捐贈了70萬片口罩。現在輪到我們來協助台灣了。」 　　 今年五月，斯洛伐克的國會外交委員會，也表決通過支持台灣參與世界衛生大會的（WHA）決議案。台灣和斯洛伐克是經貿上的夥伴，近年來雙方在科技及文化等領域，也都陸續開展了多面向的合作。 　　 再次感謝所有共享民主信念的國際夥伴們，只要我們繼續互相支持，就一定能夠共同克服疫情的挑戰！翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-16,49000,635,5050,https://m.facebook.com/story.php?story_fbid=10157593114891065&id=46251501064,今天是第九類、第十類民眾，透過唐鳳政委主導的 #疫苗施打意願登記與預約系統 開始接種疫苗的第一天。我來到新竹市體育館，實地了解施打的情況，也跟許多民眾隔空揮手打招呼。 　　 在寬敞明亮的空間中，前來打疫苗的市民朋友，還沒走進場館，就有工作人員迅速引導。整個接種流程作業井然有序，相當順暢。林智堅 市長告訴我，新竹市政府全體總動員，再加上醫護人員及支援的志工朋友，一起力拚「123全民運動」：呼籲民眾「1」定要來施打，從報到到施打，加上休息觀察，只要短短的「23」分鐘，就能守護自己的健康，也守護台灣。 　　 我也很肯定，新竹市不僅是全國防疫模範生，在65歲到74歲長者的接種率超過8成，更是全國第一。#防疫新竹隊 的用心和效率，真的讓人印象深刻。 　　 到目前為止，台灣累計已取得超過890萬劑疫苗，正式進入 #全民大規模施打 的階段。今天 柯建銘 總召也一起來呼籲，接種疫苗是全民運動，請18歲以上的朋友們，一起登記，一起接種，就是一起 #團結防疫守台灣！ 　　 ➡疫苗施打意願登記與預約系統：https://1922.gov.tw/翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-16,15000,517,4608,https://m.facebook.com/story.php?story_fbid=1026182951252584&id=46251501064,大家午安！今天是第九、第十類民眾透過預約登記系統，開始施打疫苗的第一天。我和林智堅市長正在新竹市立體育場實地了解疫苗施打的情形，請大家一起加入直播！翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-16,31000,387,2358,https://m.facebook.com/story.php?story_fbid=10157592255091065&id=46251501064,大家午安！今天起，第九、第十類民眾透過預約登記系統，開始接種疫苗。稍後我將到新竹市，由 林智堅 市長陪同，實地了解疫苗施打的情形，請大家一起加入直播！ #團結防疫守台灣翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-15,80000,1100,7978,https://m.facebook.com/story.php?story_fbid=10157590866706065&id=46251501064,三架飛機同一天抵達，友情的疫苗、外購的疫苗，都到台灣了！ 　　 今天下午，一共有三批疫苗先後抵達。一批是日本政府提供的97萬劑AZ疫苗，另兩批是我們訂購的56萬劑AZ疫苗及35萬劑Moderna疫苗。看到一箱又一箱疫苗從飛機上卸貨，確實讓人振奮！ 　　 我要再次感謝日本各界的協助、外交團隊在第一線的打拚，以及這段時間以來，所有每天緊盯外購疫苗進度、不斷催促供貨的政府同仁。因為大家共同的努力，目前台灣取得的疫苗已經累計超過890萬劑了，將能讓我們的 #大規模施打 持續進行下去。 　　 最重要的是，打疫苗必須成為「全民運動」，才能儘早提升台灣社會集體的防護力。還沒有做意願登記的朋友，記得趕緊登記了！ 　　 ➡疫苗施打意願登記與預約系統：https://1922.gov.tw/ 　　 #友情のワクチン #團結防疫守台灣翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-15,38000,789,4574,https://m.facebook.com/story.php?story_fbid=10157590640001065&id=46251501064,第三輪的疫苗施打意願登記，今天（7/15）下午五點截止，請把握機會！ 　　 這一輪的 #意願登記，我們已經開放到18歲至49歲的民眾。截至今天中午為止，這個年齡層也已經累計達453萬人登記。謝謝大家踴躍表達了意願，也展現台灣力拚病毒的決心！ 　　 今天下午五點後，第三輪意願登記將會進行結算，並在明天（7/16）起陸續發送簡訊。收到簡訊的朋友，就可以進一步 #預約接種。 　　 疫苗陸續到貨後，台灣要拚的，就是施打的速度和總量。為了全國集體的保護力，請還沒有做意願登記的朋友，把握時間，趕快登記，18歲以上都可以登記！ 　　 👉疫苗施打意願登記與預約系統：https://1922.gov.tw/ 　　 #團結防疫守台灣翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-13,52000,727,8150,https://m.facebook.com/story.php?story_fbid=10157588890361065&id=46251501064,醫護人員辛苦了，謝謝你們的付出！ 　　 昨天，我透過視訊，參與了 醫師公會全聯會  主辦的因應疫情應變會議。這段時間以來，醫護人員不但堅守住第一線的崗位，也透過每週的疫情應變會議，持續提供政府在防疫政策上的協助，因為有醫護人員的努力，台灣的疫情，才能夠逐步獲得控制。 　　 醫護人員辛苦的付出，令人感佩。看到有人在網路上中傷他們，增加他們的壓力，我深深不以為然。我要拜託大家，一起來給醫護人員更多的鼓勵和支持。 　　 在接種疫苗時，請向醫護人員說聲謝謝。到醫院診所求診時，也請向醫護人員說聲謝謝，我也要感謝醫護人員的家人，謝謝你們的默默支持和守護。 　　 現在，如何提升全國疫苗施打覆蓋率，減輕醫護人員的負擔，是最關鍵的工作，也需要民眾的協助配合。我要再一次拜託大家，請踴躍登記疫苗施打意願，一起為防疫工作盡一分心力。 　　 👉疫苗施打意願登記與預約系統：https://1922.gov.tw/ 　　 #團結防疫守台灣翻譯年糕
